id,location,fx_version,os,version,survey_answers,number_extensions
384,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",6
385,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
386,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
387,"",4.0b3,"WINNT Windows NT 5.1",1.0.1,"",5
388,"",4.0b7,"WINNT Windows NT 6.1; WOW64",1.0.3,"",13
389,"",4.0b7,"Darwin Intel Mac OS X 10.6",1.0.3,"",1
390,"",4.0b4,"WINNT Windows NT 6.1",1.0.2,"",4
391,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
392,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
393,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
394,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",9
395,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",22
396,"",4.0b5,"WINNT Windows NT 5.1",1.0.3,"",7
397,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
398,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
399,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
400,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
401,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",8
402,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",7
403,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
404,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
405,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",7
406,"",4.0b7,"WINNT Windows NT 6.1; WOW64",1.0.3,"",9
407,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",8
408,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",1
409,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
410,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
411,"",3.6.12,"Linux Linux i686",1.0.1,"",24
412,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",9
413,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
414,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",12
415,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
416,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
417,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
418,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",12
419,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",4
420,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
421,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
422,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
423,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",12
424,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
425,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
426,"",4.0b3,"WINNT Windows NT 5.1",1.0.1,"",3
427,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
428,"",4.0b7,"WINNT Windows NT 5.1",1.0.3,"",1
429,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",19
430,"",4.0b6,"WINNT Windows NT 6.0; WOW64",1.0.3,"",2
431,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
432,"",3.6.12,"WINNT Windows NT 6.0",1.0.1,"",13
433,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",4
434,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
435,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
436,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",6
437,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
438,"",4.0b2,"WINNT Windows NT 5.1",1.0,"",1
439,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
440,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",12
441,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
442,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",11
443,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",9
444,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
445,"",3.6.7,"WINNT Windows NT 6.1",1.0.1,"",16
446,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
447,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
448,"",4.0b6,"WINNT Windows NT 5.0",1.0.3,"",9
449,"",4.0b4,"WINNT Windows NT 5.1",1.0.2,"",7
450,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",37
451,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",15
452,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
453,"",4.0b7,"WINNT Windows NT 5.1",1.0.3,"",47
454,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",1
455,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
456,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",9
457,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
458,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",9
459,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",6
461,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
462,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",1
463,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",14
464,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",3
465,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
466,"",4.0b8pre,"WINNT Windows NT 5.1",1.0.1,"",47
467,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",10
468,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
469,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
470,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
471,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",8
472,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",6
473,"",3.6.10,"WINNT Windows NT 6.1",1.0.1,"",20
474,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",11
475,"",4.0b6,"Darwin Intel Mac OS X 10.5",1.0.3,"",11
476,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",12
477,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
478,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
479,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",2
480,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",7
481,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",4
482,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
483,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",1
484,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
485,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",12
486,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
487,"",4.0b4,"WINNT Windows NT 6.1",1.0.1,"",1
488,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",21
489,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
490,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",9
491,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
492,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
493,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
494,"",4.0b6,"Darwin Intel Mac OS X 10.5",1.0.3,"",26
495,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
496,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",45
497,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
498,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",1
499,"",4.0b3,"WINNT Windows NT 5.1",1.0.1,"",2
500,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
501,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
502,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
503,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
504,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",14
505,"",4.0b4,"WINNT Windows NT 6.1",1.0.2,"",1
506,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
507,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",7
508,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",9
509,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
510,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
511,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
512,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",15
513,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
514,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
515,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
516,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
517,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
518,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",37
519,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",9
520,"",4.0b7,"WINNT Windows NT 6.1; WOW64",1.0.3,"",8
521,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
522,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
523,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
524,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
525,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",12
526,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
527,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
528,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
529,"",3.6.12,"WINNT Windows NT 6.1",1.0.1,"",10
530,"",4.0b4,"WINNT Windows NT 5.1",1.0.2,"",1
531,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
532,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
533,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
534,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
535,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",16
536,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
537,"",3.6.12,"WINNT Windows NT 6.1",1.0.3,"",27
538,"",4.0b6,"Linux Linux i686",1.0.3,"",1
539,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",19
540,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
541,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
542,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",26
543,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
544,"",4.0b3,"WINNT Windows NT 6.1; WOW64",1.0.1,"",11
545,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
546,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
547,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",9
548,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
549,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
550,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
551,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
552,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",10
553,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
554,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
555,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
556,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
557,"",4.0b6,"WINNT Windows NT 5.1",1.0.1,"",4
558,"",4.0b6,"WINNT Windows NT 6.0; WOW64",1.0.3,"",8
559,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
560,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",12
561,"",4.0b7,"WINNT Windows NT 6.1; WOW64",1.0.3,"",18
562,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
563,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
564,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
565,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
566,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
567,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",2
568,"",4.0b6,"Linux Linux x86_64",1.0.3,"",14
569,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",7
570,"",4.0b6,"WINNT Windows NT 6.0; WOW64",1.0.3,"",13
571,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
572,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
573,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",7
574,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
575,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
576,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
577,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
578,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
579,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
580,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",11
581,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
582,"",4.0b6,"WINNT Windows NT 5.2",1.0.3,"",2
583,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
584,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
585,"",4.0b5,"WINNT Windows NT 5.1",1.0.3,"",1
586,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",12
587,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
588,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
589,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
590,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",4
591,"",4.0b3,"WINNT Windows NT 5.1",1.0.1,"",1
592,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
593,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
594,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
595,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
596,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
597,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
598,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
599,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
600,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",9
601,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
602,"",4.0b4,"WINNT Windows NT 5.1",1.0.2,"",2
603,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
604,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",5
605,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",26
606,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",3
607,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
608,"",3.6.12,"WINNT Windows NT 5.1",1.0,"",11
609,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",11
610,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
611,"",4.0b2,"WINNT Windows NT 5.1",1.0,"",4
612,"",4.0b7,"WINNT Windows NT 5.1",1.0.3,"",21
613,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
614,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
615,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",8
616,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",45
617,"",4.0b6,"WINNT Windows NT 5.2",1.0.3,"",5
618,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",1
619,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",15
620,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
621,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
622,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
623,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
624,"",4.0b7,"WINNT Windows NT 6.1; WOW64",1.0.3,"",13
625,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
626,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",7
627,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
628,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",5
629,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",9
630,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",11
631,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",10
632,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",13
633,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",23
634,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
635,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
636,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
637,"",4.0b4,"WINNT Windows NT 5.1",1.0.2,"",3
638,"",3.6.12,"WINNT Windows NT 6.1",1.0.1,"",5
639,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",15
640,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
641,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
642,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",8
643,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
644,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
645,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
646,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",7
647,"",4.0b7,"WINNT Windows NT 6.0",1.0.3,"",6
648,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",9
649,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
650,"",4.0b3,"WINNT Windows NT 5.1",1.0.1,"",2
651,"",4.0b6,"Linux Linux i686",1.0.3,"",6
652,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",9
653,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",4
654,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",7
655,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",7
656,"",4.0b6,"WINNT Windows NT 6.0; WOW64",1.0.3,"",5
657,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
658,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
659,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
660,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",5
661,"",3.6.12,"WINNT Windows NT 5.1",1.0.3,"",3
662,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",10
663,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
664,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
665,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",16
666,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",5
667,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
668,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",7
669,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",10
670,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",8
671,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
672,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",5
673,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",9
674,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",10
675,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
676,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
677,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
678,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
679,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
680,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
681,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",1
682,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",6
683,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
684,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",8
685,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",6
686,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",2
687,"",4.0b3,"WINNT Windows NT 5.1",1.0.1,"",1
688,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",12
689,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
690,"",4.0b7,"WINNT Windows NT 5.1",1.0.3,"",16
691,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
692,"",4.0b6,"WINNT Windows NT 5.2",1.0.3,"",6
693,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",8
694,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
695,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
696,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",1
697,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
698,"",3.6.12,"WINNT Windows NT 5.1",1.0.1,"",5
699,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
700,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",1
701,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",2
702,"",4.0b6,"Linux Linux i686",1.0.3,"",4
703,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",12
704,"",4.0b2,"WINNT Windows NT 6.1",1.0,"",2
705,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",11
706,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
707,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",9
708,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",9
709,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
710,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",15
711,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
712,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",4
713,"",4.0b5,"WINNT Windows NT 6.1",1.0.3,"",2
714,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
715,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
716,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
717,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
718,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
719,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",10
720,"",4.0b4,"WINNT Windows NT 6.1",1.0.2,"",4
721,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
722,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",1
723,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
724,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",9
725,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
726,"",4.0b5,"WINNT Windows NT 6.1",1.0.3,"",4
727,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",6
728,"",3.6.12,"WINNT Windows NT 6.1",1.0.2,"",11
729,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
730,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
731,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",14
732,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",12
733,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
734,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
735,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",9
736,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
737,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
738,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",27
739,"",3.6.12,"WINNT Windows NT 5.1",1.0.1,"",11
740,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",2
741,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",2
742,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
743,"",4.0b6,"Darwin Intel Mac OS X 10.6",1.0.3,"",8
744,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",5
745,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",1
746,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
747,"",3.6.12,"WINNT Windows NT 6.1",1.0.1,"",12
748,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
749,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
750,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",3
751,"",4.0b7,"WINNT Windows NT 6.1; WOW64",1.0.3,"",12
752,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
753,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",1
754,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
755,"",4.0b6,"WINNT Windows NT 6.0",1.0.3,"",4
756,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
757,"",4.0b7,"WINNT Windows NT 5.1",1.0.3,"",11
758,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",7
759,"",4.0b7,"Darwin Intel Mac OS X 10.6",1.0.3,"",5
760,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",4
761,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",5
762,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",7
763,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
764,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",3
765,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",6
766,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",19
767,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",3
768,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",1
769,"",4.0b4,"WINNT Windows NT 6.1",1.0.2,"",4
770,"",4.0b6,"WINNT Windows NT 6.1; WOW64",1.0.3,"",5
771,"",4.0b6,"WINNT Windows NT 5.1",1.0.3,"",16
772,"",4.0b6,"WINNT Windows NT 6.1",1.0.3,"",6
